away,forecast,home,week,wind,year
Falcons,61f Overcast,Titans,7,8m NNE,2015
Saints,DOME,Colts,7,7m NE,2015
Vikings,DOME,Lions,7,5m NW,2015
Steelers,64f Clear,Chiefs,7,6m NE,2015
Browns,DOME,Rams,7,7m NE,2015
Texans,82f Mostly Cloudy,Dolphins,7,11m E,2015
Jets,58f Mostly Cloudy,Patriots,7,6m WSW,2015
Raiders,77f Mostly Cloudy,Chargers,7,5m SW,2015
Cowboys,59f Partly Cloudy,Giants,7,10m NNW,2015
Eagles,64f Mostly Cloudy,Panthers,7,0m N,2015
Ravens,DOME,Cardinals,7,2m WNW,2015
Dolphins,53f Clear,Patriots,8,9m WSW,2015
Lions,57f Clear,Chiefs,8,3m S,2015
Buccaneers,DOME,Falcons,8,2m NNE,2015
Cardinals,63f Partly Cloudy,Browns,8,17m WSW,2015
49ers,DOME,Rams,8,4m SSW,2015
Giants,DOME,Saints,8,6m E,2015
Vikings,61f Clear,Bears,8,7m WSW,2015
Chargers,65f Partly Cloudy,Ravens,8,6m SW,2015
Bengals,63f Partly Cloudy,Steelers,8,9m SW,2015
Titans,68f Mostly Cloudy,Texans,8,4m N,2015
Jets,68f Partly Cloudy,Raiders,8,8m W,2015
Seahawks,63f Partly Cloudy,Cowboys,8,0m NNE,2015
Packers,52f Partly Cloudy,Broncos,8,4m WSW,2015
Colts,62f Rain,Panthers,8,5m NE,2015
Browns,65f Mostly Cloudy,Bengals,9,5m S,2015
Packers,53f Mostly Cloudy,Panthers,9,7m ENE,2015
Redskins,54f Clear,Patriots,9,8m W,2015
Titans,DOME,Saints,9,14m NNE,2015
Dolphins,47f Clear,Bills,9,6m WSW,2015
Rams,57f Clear,Vikings,9,14m SSW,2015
Jaguars,57f Clear,Jets,9,7m WNW,2015
Raiders,51f Clear,Steelers,9,0m SSE,2015
Giants,77f Mostly Cloudy,Buccaneers,9,1m SE,2015
Falcons,58f Mostly Cloudy,49ers,9,2m W,2015
Broncos,DOME,Colts,9,4m ESE,2015
Eagles,53f Clear,Cowboys,9,2m ENE,2015
Bears,61f Partly Cloudy,Chargers,9,7m WNW,2015
Bills,56f Partly Cloudy,Jets,10,9m WSW,2015
Lions,57f Clear,Packers,10,6m SW,2015
Cowboys,77f Partly Cloudy,Buccaneers,10,9m E,2015
Panthers,60f Partly Cloudy,Titans,10,3m ESE,2015
Bears,DOME,Rams,10,8m SSW,2015
Saints,62f Clear,Redskins,10,7m SW,2015
Dolphins,59f Clear,Eagles,10,9m WSW,2015
Browns,60f Clear,Steelers,10,6m SW,2015
Jaguars,63f Clear,Ravens,10,5m WSW,2015
Vikings,57f Clear,Raiders,10,15m WNW,2015
Patriots,54f Clear,Giants,10,5m WSW,2015
Chiefs,59f Partly Cloudy,Broncos,10,1m NE,2015
Cardinals,42f Partly Cloudy,Seahawks,10,1m SSE,2015
Texans,49f Partly Cloudy,Bengals,10,2m S,2015
Titans,71f Partly Cloudy,Jaguars,11,2m NW,2015
Raiders,DOME,Lions,11,10m W,2015
Colts,DOME,Falcons,11,8m NW,2015
Jets,52f Clear,Texans,11,5m N,2015
Buccaneers,48f Mostly Cloudy,Eagles,11,10m NW,2015
Broncos,29f Clear,Bears,11,6m SSW,2015
Rams,47f Partly Cloudy,Ravens,11,10m NNW,2015
Cowboys,75f Partly Cloudy,Dolphins,11,10m WSW,2015
Redskins,52f Partly Cloudy,Panthers,11,8m N,2015
Chiefs,78f Clear,Chargers,11,4m WNW,2015
Packers,32f Mostly Cloudy,Vikings,11,7m S,2015
49ers,48f Partly Cloudy,Seahawks,11,3m NNW,2015
Bengals,DOME,Cardinals,11,2m N,2015
Bills,28f Clear,Patriots,11,5m WNW,2015
Eagles,DOME,Lions,12,15m SSW,2015
Panthers,68f Humid and Mostly Cloudy,Cowboys,12,11m SE,2015
Bears,35f Light Rain,Packers,12,10m N,2015
Saints,55f Overcast,Texans,12,8m NNW,2015
Rams,45f Mostly Cloudy,Bengals,12,6m NE,2015
Vikings,DOME,Falcons,12,1m S,2015
Giants,46f Overcast,Redskins,12,5m N,2015
Buccaneers,DOME,Colts,12,8m NE,2015
Bills,34f Light Rain,Chiefs,12,5m NE,2015
Raiders,57f Overcast,Titans,12,2m NNE,2015
Chargers,75f Clear,Jaguars,12,6m NE,2015
Dolphins,48f Clear,Jets,12,5m NNW,2015
Cardinals,57f Clear,49ers,12,2m NNW,2015
Steelers,37f Mostly Cloudy,Seahawks,12,2m SSW,2015
Patriots,21f Light Snow,Broncos,12,0m NNW,2015
Ravens,42f Mostly Cloudy,Browns,12,8m E,2015
Packers,DOME,Lions,13,11m WSW,2015
Jets,52f Clear,Giants,13,5m SSW,2015
Cardinals,DOME,Rams,13,4m SW,2015
Falcons,78f Partly Cloudy,Buccaneers,13,11m NE,2015
Seahawks,36f Overcast,Vikings,13,3m W,2015
Texans,49f Mostly Cloudy,Bills,13,4m WSW,2015
Ravens,78f Mostly Cloudy,Dolphins,13,14m NE,2015
Bengals,46f Mostly Cloudy,Browns,13,5m SW,2015
Jaguars,56f Mostly Cloudy,Titans,13,4m SSW,2015
49ers,46f Clear,Bears,13,4m SSW,2015
Broncos,71f Partly Cloudy,Chargers,13,7m NW,2015
Chiefs,60f Mostly Cloudy,Raiders,13,3m WSW,2015
Panthers,DOME,Saints,13,3m NNE,2015
Eagles,44f Clear,Patriots,13,5m SSW,2015
Colts,35f Partly Cloudy,Steelers,13,2m S,2015
Cowboys,44f Partly Cloudy,Redskins,13,2m SW,2015
Vikings,DOME,Cardinals,14,1m NE,2015
Bills,69f Mostly Cloudy,Eagles,14,1m SW,2015
49ers,62f Mostly Cloudy,Browns,14,8m SSE,2015
Lions,DOME,Rams,14,15m SSE,2015
Saints,80f Partly Cloudy,Buccaneers,14,12m ESE,2015
Titans,65f Mostly Cloudy,Jets,14,4m ENE,2015
Steelers,65f Partly Cloudy,Bengals,14,6m SSE,2015
Colts,77f Partly Cloudy,Jaguars,14,8m E,2015
Chargers,60f Light Rain,Chiefs,14,11m SSE,2015
Redskins,58f Overcast,Bears,14,11m S,2015
Falcons,70f Mostly Cloudy,Panthers,14,6m S,2015
Seahawks,66f Mostly Cloudy,Ravens,14,3m SE,2015
Raiders,39f Partly Cloudy,Broncos,14,2m N,2015
Cowboys,52f Drizzle,Packers,14,9m S,2015
Patriots,52f Partly Cloudy,Texans,14,3m S,2015
Giants,75f Humid,Dolphins,14,5m SE,2015
Buccaneers,DOME,Rams,15,6m WNW,2015
Jets,50f Clear,Cowboys,15,7m SSE,2015
Bears,36f Mostly Cloudy,Vikings,15,3m SSW,2015
Falcons,68f Clear,Jaguars,15,7m ENE,2015
Texans,DOME,Colts,15,13m S,2015
Panthers,41f Clear,Giants,15,4m W,2015
Titans,39f Clear,Patriots,15,5m W,2015
Bills,45f Clear,Redskins,15,3m S,2015
Chiefs,43f Clear,Ravens,15,3m SSW,2015
Browns,44f Mostly Cloudy,Seahawks,15,8m SSW,2015
Packers,51f Overcast,Raiders,15,10m S,2015
Broncos,36f Clear,Steelers,15,3m SE,2015
Dolphins,60f Partly Cloudy,Chargers,15,6m W,2015
Bengals,52f Mostly Cloudy,49ers,15,5m S,2015
Cardinals,34f Clear,Eagles,15,3m S,2015
Lions,DOME,Saints,15,2m SSW,2015
Chargers,46f Clear,Raiders,16,8m WNW,2015
Redskins,50f Overcast,Eagles,16,5m ENE,2015
Patriots,56f Overcast,Jets,16,7m SW,2015
Texans,72f Mostly Cloudy,Titans,16,10m SSW,2015
Browns,34f Overcast,Chiefs,16,12m NNE,2015
Colts,81f Partly Cloudy,Dolphins,16,13m ESE,2015
49ers,DOME,Lions,16,13m NNW,2015
Cowboys,37f Mostly Cloudy,Bills,16,5m NW,2015
Bears,83f Clear,Buccaneers,16,11m SE,2015
Panthers,DOME,Falcons,16,5m S,2015
Steelers,63f Overcast,Ravens,16,6m SW,2015
Jaguars,DOME,Saints,16,11m SE,2015
Rams,37f Rain,Seahawks,16,2m SSE,2015
Packers,DOME,Cardinals,16,2m WSW,2015
Giants,12f Clear,Vikings,16,5m N,2015
Bengals,16f Partly Cloudy,Broncos,16,0m NW,2015
Jets,30f Partly Cloudy,Bills,17,10m WSW,2015
Patriots,78f Mostly Cloudy,Dolphins,17,4m NE,2015
Saints,DOME,Falcons,17,8m WNW,2015
Ravens,33f Mostly Cloudy,Bengals,17,5m NW,2015
Steelers,34f Mostly Cloudy,Browns,17,12m WNW,2015
Jaguars,56f Partly Cloudy,Texans,17,4m NNW,2015
Titans,DOME,Colts,17,6m NW,2015
Redskins,54f Clear,Cowboys,17,4m NNW,2015
Eagles,44f Clear,Giants,17,10m W,2015
Lions,30f Mostly Cloudy,Bears,17,10m NW,2015
Buccaneers,48f Clear,Panthers,17,5m SSW,2015
Raiders,32f Clear,Chiefs,17,7m N,2015
Chargers,44f Clear,Broncos,17,0m NE,2015
Seahawks,DOME,Cardinals,17,6m ESE,2015
Rams,57f Partly Cloudy,49ers,17,0m NW,2015
Vikings,23f Overcast,Packers,17,5m W,2015
Panthers,82f Clear,Broncos,1,2m SSE,2016
Buccaneers,DOME,Falcons,1,2m NNW,2016
Vikings,77f Clear,Titans,1,3m NE,2016
Browns,83f Clear,Eagles,1,9m NW,2016
Bengals,80f Partly Cloudy,Jets,1,9m NW,2016
Raiders,DOME,Saints,1,3m E,2016
Chargers,73f Clear,Chiefs,1,7m S,2016
Bills,82f Partly Cloudy,Ravens,1,7m NW,2016
Bears,87f Clear,Texans,1,2m NNE,2016
Packers,91f Partly Cloudy,Jaguars,1,1m ESE,2016
Dolphins,64f Partly Cloudy,Seahawks,1,2m W,2016
Giants,87f Clear,Cowboys,1,2m N,2016
Lions,DOME,Colts,1,0m E,2016
Patriots,DOME,Cardinals,1,6m WSW,2016
Steelers,76f Clear,Redskins,1,3m E,2016
Rams,60f Clear,49ers,1,6m WNW,2016
Jets,54f Clear,Bills,2,2m NE,2016
49ers,85f Partly Cloudy,Panthers,2,3m SE,2016
Cowboys,84f Clear,Redskins,2,5m S,2016
Bengals,71f Humid and Mostly Cloudy,Steelers,2,3m SSE,2016
Saints,79f Partly Cloudy,Giants,2,5m SSW,2016
Dolphins,78f Partly Cloudy,Patriots,2,6m SSW,2016
Chiefs,89f Partly Cloudy,Texans,2,2m WSW,2016
Titans,DOME,Lions,2,3m SSW,2016
Ravens,75f Partly Cloudy,Browns,2,5m NW,2016
Seahawks,85f Clear,Rams,2,4m WSW,2016
Buccaneers,DOME,Cardinals,2,1m SE,2016
Jaguars,78f Clear,Chargers,2,5m WSW,2016
Falcons,83f Clear,Raiders,2,3m WNW,2016
Colts,86f Clear,Broncos,2,1m N,2016
Packers,DOME,Vikings,2,4m S,2016
Eagles,80f Clear,Bears,2,2m S,2016
Texans,68f Clear,Patriots,3,3m S,2016
Cardinals,62f Clear,Bills,3,1m NE,2016
Raiders,89f Clear,Titans,3,3m NW,2016
Redskins,67f Clear,Giants,3,4m NNW,2016
Browns,85f Partly Cloudy,Dolphins,3,7m E,2016
Ravens,87f Partly Cloudy,Jaguars,3,4m NE,2016
Lions,72f Mostly Cloudy,Packers,3,10m SSE,2016
Broncos,82f Clear,Bengals,3,0m S,2016
Vikings,84f Mostly Cloudy,Panthers,3,2m NE,2016
Rams,89f Partly Cloudy,Buccaneers,3,3m W,2016
49ers,69f Partly Cloudy,Seahawks,3,2m NW,2016
Jets,65f Mostly Cloudy,Chiefs,3,6m NW,2016
Chargers,DOME,Colts,3,4m S,2016
Steelers,71f Clear,Eagles,3,1m NW,2016
Bears,75f Humid and Mostly Cloudy,Cowboys,3,4m N,2016
Falcons,DOME,Saints,3,0m NE,2016
Dolphins,59f Mostly Cloudy,Bengals,4,0m NNW,2016
Colts,58f Partly Cloudy,Jaguars,4,6m NNW,2016
Titans,82f Clear,Texans,4,4m NE,2016
Browns,70f Mostly Cloudy,Redskins,4,1m N,2016
Seahawks,61f Overcast,Jets,4,0m NNE,2016
Bills,56f Overcast,Patriots,4,2m N,2016
Panthers,DOME,Falcons,4,0m NW,2016
Raiders,67f Mostly Cloudy,Ravens,4,0m ESE,2016
Lions,64f Mostly Cloudy,Bears,4,2m W,2016
Broncos,89f Drizzle,Buccaneers,4,4m N,2016
Rams,DOME,Cardinals,4,4m E,2016
Saints,73f Clear,Chargers,4,6m WSW,2016
Cowboys,68f Partly Cloudy,49ers,4,8m WNW,2016
Chiefs,60f Rain,Steelers,4,0m SSW,2016
Giants,DOME,Vikings,4,6m ESE,2016
Cardinals,72f Clear,49ers,5,7m NW,2016
Patriots,57f Partly Cloudy,Browns,5,9m NW,2016
Eagles,DOME,Lions,5,6m NNW,2016
Bears,DOME,Colts,5,0m ESE,2016
Titans,87f Clear,Dolphins,5,12m NE,2016
Redskins,61f Partly Cloudy,Ravens,5,12m NNW,2016
Texans,DOME,Vikings,5,4m SSE,2016
Jets,57f Partly Cloudy,Steelers,5,6m NW,2016
Falcons,73f Mostly Cloudy,Broncos,5,1m ENE,2016
Bengals,74f Clear,Cowboys,5,3m NE,2016
Bills,87f Clear,Rams,5,5m WSW,2016
Chargers,78f Clear,Raiders,5,4m WNW,2016
Giants,48f Clear,Packers,5,2m E,2016
Buccaneers,57f Clear,Panthers,5,2m ENE,2016
Broncos,69f Clear,Chargers,6,6m WNW,2016
49ers,72f Mostly Cloudy,Bills,6,9m SW,2016
Eagles,69f Clear,Redskins,6,5m SSW,2016
Browns,79f Partly Cloudy,Titans,6,7m S,2016
Ravens,66f Mostly Cloudy,Giants,6,6m SSW,2016
Panthers,DOME,Saints,6,4m ENE,2016
Jaguars,67f Overcast,Bears,6,3m SSW,2016
Rams,DOME,Lions,6,11m SW,2016
Steelers,82f Partly Cloudy,Dolphins,6,11m ENE,2016
Bengals,66f Clear,Patriots,6,7m SSW,2016
Chiefs,61f Light Rain,Raiders,6,5m WSW,2016
Falcons,54f Mostly Cloudy,Seahawks,6,5m S,2016
Cowboys,67f Clear,Packers,6,4m NE,2016
Colts,80f Clear,Texans,6,6m SE,2016
Jets,DOME,Cardinals,6,4m SW,2016
Bears,47f Mostly Cloudy,Packers,7,3m NNW,2016
Giants,54f Partly Cloudy,Rams,7,10m ENE,2016
Saints,69f Clear,Chiefs,7,6m WSW,2016
Colts,71f Clear,Titans,7,5m SW,2016
Vikings,61f Mostly Cloudy,Eagles,7,10m W,2016
Browns,66f Clear,Bengals,7,6m SSW,2016
Redskins,DOME,Lions,7,5m SSW,2016
Raiders,72f Clear,Jaguars,7,5m NNE,2016
Bills,80f Partly Cloudy,Dolphins,7,10m NE,2016
Ravens,58f Partly Cloudy,Jets,7,11m W,2016
Buccaneers,69f Clear,49ers,7,2m W,2016
Chargers,DOME,Falcons,7,2m WNW,2016
Patriots,63f Clear,Steelers,7,6m SW,2016
Seahawks,DOME,Cardinals,7,1m WNW,2016
Texans,66f Partly Cloudy,Broncos,7,2m NE,2016
Jaguars,66f Clear,Titans,8,4m NNW,2016
Redskins,52f Mostly Cloudy,Bengals,8,3m ESE,2016
Chiefs,DOME,Colts,8,5m NW,2016
Raiders,84f Clear,Buccaneers,8,10m ENE,2016
Seahawks,DOME,Saints,8,4m ENE,2016
Lions,80f Clear,Texans,8,3m ENE,2016
Jets,54f Mostly Cloudy,Browns,8,9m N,2016
Patriots,50f Drizzle,Bills,8,2m NW,2016
Chargers,75f Mostly Cloudy,Broncos,8,3m ESE,2016
Packers,DOME,Falcons,8,3m WNW,2016
Cardinals,80f Clear,Panthers,8,4m WSW,2016
Eagles,78f Clear,Cowboys,8,3m SSE,2016
Vikings,57f Drizzle,Bears,8,3m SSE,2016
Falcons,75f Partly Cloudy,Buccaneers,9,2m NNE,2016
Lions,DOME,Vikings,9,5m S,2016
Eagles,57f Clear,Giants,9,8m NNW,2016
Jets,79f Clear,Dolphins,9,11m ENE,2016
Jaguars,60f Clear,Chiefs,9,6m SSE,2016
Cowboys,56f Clear,Browns,9,2m NW,2016
Steelers,63f Mostly Cloudy,Ravens,9,10m NNW,2016
Saints,68f Partly Cloudy,49ers,9,1m NW,2016
Panthers,72f Clear,Rams,9,3m SSW,2016
Colts,67f Clear,Packers,9,5m SSW,2016
Titans,74f Clear,Chargers,9,3m W,2016
Broncos,67f Partly Cloudy,Raiders,9,3m WNW,2016
Bills,60f Mostly Cloudy,Seahawks,9,0m WNW,2016
Browns,52f Clear,Ravens,10,1m SW,2016
Texans,71f Partly Cloudy,Jaguars,10,6m N,2016
Broncos,DOME,Saints,10,4m N,2016
Rams,55f Clear,Jets,10,4m W,2016
Falcons,54f Clear,Eagles,10,6m W,2016
Chiefs,48f Partly Cloudy,Panthers,10,4m N,2016
Bears,77f Clear,Buccaneers,10,2m SE,2016
Vikings,55f Clear,Redskins,10,4m WSW,2016
Packers,55f Clear,Titans,10,0m NNW,2016
Dolphins,84f Clear,Chargers,10,3m WNW,2016
49ers,DOME,Cardinals,10,1m SSE,2016
Cowboys,54f Clear,Steelers,10,2m SW,2016
Seahawks,45f Clear,Patriots,10,2m SW,2016
Bengals,54f Overcast,Giants,10,1m SSW,2016
Saints,57f Clear,Panthers,11,2m S,2016
Steelers,35f Overcast,Browns,11,16m WNW,2016
Ravens,53f Clear,Cowboys,11,7m S,2016
Jaguars,DOME,Lions,11,16m NW,2016
Titans,DOME,Colts,11,7m WNW,2016
Bills,37f Overcast,Bengals,11,7m WNW,2016
Buccaneers,43f Partly Cloudy,Chiefs,11,8m SE,2016
Bears,40f Mostly Cloudy,Giants,11,12m W,2016
Cardinals,DOME,Vikings,11,2m ESE,2016
Dolphins,63f Partly Cloudy,Rams,11,4m SW,2016
Patriots,61f Light Rain,49ers,11,1m SSW,2016
Eagles,51f Overcast,Seahawks,11,4m S,2016
Packers,38f Partly Cloudy,Redskins,11,15m W,2016
Texans,62f Clear,Raiders,11,0m SW,2016
Vikings,DOME,Lions,12,7m WSW,2016
Redskins,69f Clear,Cowboys,12,5m S,2016
Steelers,DOME,Colts,12,4m W,2016
Titans,38f Foggy,Bears,12,5m S,2016
Jaguars,38f Mostly Cloudy,Bills,12,6m W,2016
Bengals,49f Clear,Ravens,12,8m NW,2016
Cardinals,DOME,Falcons,12,0m NE,2016
Giants,46f Clear,Browns,12,10m SSW,2016
Rams,DOME,Saints,12,2m E,2016
49ers,79f Clear,Dolphins,12,10m NNE,2016
Chargers,67f Clear,Texans,12,9m SE,2016
Seahawks,78f Partly Cloudy,Buccaneers,12,7m E,2016
Panthers,56f Clear,Raiders,12,6m NW,2016
Patriots,48f Partly Cloudy,Jets,12,8m WNW,2016
Chiefs,44f Mostly Cloudy,Broncos,12,6m WNW,2016
Packers,47f Partly Cloudy,Eagles,12,4m S,2016
Cowboys,DOME,Vikings,13,5m NW,2016
Chiefs,DOME,Falcons,13,5m ENE,2016
Lions,DOME,Saints,13,1m WNW,2016
Rams,37f Partly Cloudy,Patriots,13,7m NNW,2016
Broncos,75f Partly Cloudy,Jaguars,13,3m ESE,2016
Texans,31f Snow,Packers,13,4m SSE,2016
Eagles,41f Mostly Cloudy,Bengals,13,3m ESE,2016
Dolphins,45f Clear,Ravens,13,3m NNW,2016
49ers,35f Light Rain,Bears,13,5m ESE,2016
Bills,55f Clear,Raiders,13,2m WNW,2016
Giants,40f Partly Cloudy,Steelers,13,2m E,2016
Redskins,DOME,Cardinals,13,1m SSW,2016
Buccaneers,71f Clear,Chargers,13,3m WNW,2016
Panthers,41f Mostly Cloudy,Seahawks,13,1m S,2016
Colts,43f Clear,Jets,13,2m WNW,2016
Raiders,23f Clear,Chiefs,14,4m NW,2016
Steelers,24f Snow,Bills,14,6m S,2016
Broncos,48f Partly Cloudy,Titans,14,11m S,2016
Saints,75f Partly Cloudy,Buccaneers,14,9m E,2016
Redskins,33f Mostly Cloudy,Eagles,14,2m S,2016
Cardinals,75f Partly Cloudy,Dolphins,14,15m E,2016
Chargers,42f Mostly Cloudy,Panthers,14,2m SSE,2016
Bengals,28f Light Snow,Browns,14,13m SSE,2016
Bears,DOME,Lions,14,12m S,2016
Texans,DOME,Colts,14,8m S,2016
Vikings,66f Clear,Jaguars,14,1m ENE,2016
Jets,53f Partly Cloudy,49ers,14,3m NNW,2016
Falcons,64f Mostly Cloudy,Rams,14,2m SW,2016
Seahawks,27f Mostly Cloudy,Packers,14,2m SW,2016
Cowboys,30f Mostly Cloudy,Giants,14,2m SSW,2016
Ravens,33f Clear,Patriots,14,1m SW,2016
Rams,35f Mostly Cloudy,Seahawks,15,3m NNE,2016
Dolphins,34f Mostly Cloudy,Jets,15,3m SW,2016
Packers,9f Partly Cloudy,Bears,15,7m WNW,2016
Jaguars,37f Mostly Cloudy,Texans,15,11m N,2016
Browns,25f Mostly Cloudy,Bills,15,12m WNW,2016
Eagles,58f Light Rain,Ravens,15,6m WNW,2016
Titans,2f Clear,Chiefs,15,2m NW,2016
Lions,48f Mostly Cloudy,Giants,15,4m SW,2016
Colts,DOME,Vikings,15,3m SSW,2016
Steelers,26f Mostly Cloudy,Bengals,15,7m WNW,2016
Saints,DOME,Cardinals,15,2m N,2016
49ers,DOME,Falcons,15,6m NW,2016
Patriots,27f Clear,Broncos,15,3m N,2016
Raiders,60f Clear,Chargers,15,2m NNW,2016
Buccaneers,26f Clear,Cowboys,15,7m N,2016
Panthers,30f Partly Cloudy,Redskins,15,3m NNE,2016
Giants,41f Mostly Cloudy,Eagles,16,8m NW,2016
Dolphins,35f Overcast,Bills,16,7m W,2016
Buccaneers,DOME,Saints,16,4m SE,2016
Jets,40f Light Rain,Patriots,16,4m SW,2016
Titans,65f Mostly Cloudy,Jaguars,16,2m NNW,2016
Vikings,35f Mostly Cloudy,Packers,16,4m W,2016
Chargers,37f Mostly Cloudy,Browns,16,10m W,2016
Redskins,35f Mostly Cloudy,Bears,16,1m WNW,2016
Falcons,52f Partly Cloudy,Panthers,16,4m SSW,2016
Colts,48f Clear,Raiders,16,5m NW,2016
Cardinals,39f Mostly Cloudy,Seahawks,16,2m NNW,2016
49ers,55f Clear,Rams,16,7m WNW,2016
Bengals,72f Partly Cloudy,Texans,16,8m SE,2016
Ravens,39f Partly Cloudy,Steelers,16,4m NNE,2016
Broncos,60f Heavy Rain,Chiefs,16,11m S,2016
Lions,65f Mostly Cloudy,Cowboys,16,0m NNE,2016
Browns,38f Clear,Steelers,17,1m SW,2016
Ravens,38f Foggy,Bengals,17,1m E,2016
Texans,49f Mostly Cloudy,Titans,17,2m NE,2016
Panthers,76f Clear,Buccaneers,17,7m SSE,2016
Jaguars,DOME,Colts,17,3m SSE,2016
Patriots,80f Mostly Cloudy,Dolphins,17,10m ESE,2016
Bears,DOME,Vikings,17,2m WNW,2016
Bills,45f Clear,Jets,17,8m NW,2016
Cowboys,48f Partly Cloudy,Eagles,17,6m NW,2016
Cardinals,56f Clear,Rams,17,1m SSW,2016
Raiders,48f Partly Cloudy,Broncos,17,3m NE,2016
Chiefs,56f Partly Cloudy,Chargers,17,4m SW,2016
Seahawks,52f Partly Cloudy,49ers,17,6m WNW,2016
Saints,DOME,Falcons,17,2m ENE,2016
Giants,52f Clear,Redskins,17,1m WNW,2016
Packers,DOME,Lions,17,4m SSE,2016
Chiefs,62f Clear,Patriots,1,1m WSW,2017
Jets,61f Partly Cloudy,Bills,1,6m NNE,2017
Eagles,69f Clear,Redskins,1,3m NNE,2017
Raiders,73f Clear,Titans,1,4m NE,2017
Jaguars,80f Clear,Texans,1,4m NE,2017
Cardinals,DOME,Lions,1,4m E,2017
Falcons,66f Clear,Bears,1,5m ESE,2017
Ravens,69f Clear,Bengals,1,3m ENE,2017
Steelers,65f Clear,Browns,1,5m ENE,2017
Colts,85f Clear,Rams,1,4m SW,2017
Seahawks,70f Clear,Packers,1,6m SSE,2017
Panthers,86f Clear,49ers,1,2m NW,2017
Giants,78f Clear,Cowboys,1,3m ENE,2017
Saints,DOME,Vikings,1,1m W,2017
Chargers,73f Partly Cloudy,Broncos,1,3m SSE,2017
Texans,67f Mostly Cloudy,Bengals,2,0m SE,2017
Browns,78f Mostly Cloudy,Ravens,2,1m ENE,2017
Bears,88f Clear,Buccaneers,2,4m NNE,2017
Vikings,78f Clear,Steelers,2,0m S,2017
Patriots,DOME,Saints,2,3m NE,2017
Eagles,65f Overcast,Chiefs,2,3m NNE,2017
Titans,86f Clear,Jaguars,2,7m NNE,2017
Cardinals,DOME,Colts,2,3m SSW,2017
Bills,81f Partly Cloudy,Panthers,2,3m NE,2017
Jets,70f Clear,Raiders,2,3m WSW,2017
Dolphins,71f Partly Cloudy,Chargers,2,3m WSW,2017
49ers,63f Drizzle,Seahawks,2,5m SSW,2017
Redskins,71f Mostly Cloudy,Rams,2,4m SW,2017
Cowboys,69f Partly Cloudy,Broncos,2,1m NW,2017
Packers,DOME,Falcons,2,1m NNW,2017
Lions,70f Partly Cloudy,Giants,2,2m ENE,2017
Rams,65f Clear,49ers,3,5m W,2017
Ravens,70f Partly Cloudy,Jaguars,3,7m SSE,2017
Browns,DOME,Colts,3,2m ESE,2017
Giants,87f Clear,Eagles,3,2m NE,2017
Dolphins,87f Clear,Jets,3,1m NE,2017
Broncos,84f Clear,Bills,3,4m NNE,2017
Saints,81f Clear,Panthers,3,4m NE,2017
Steelers,87f Clear,Bears,3,3m SSE,2017
Falcons,DOME,Lions,3,4m SE,2017
Buccaneers,DOME,Vikings,3,7m S,2017
Texans,84f Clear,Patriots,3,0m NE,2017
Seahawks,88f Clear,Titans,3,2m S,2017
Bengals,88f Clear,Packers,3,7m S,2017
Chiefs,81f Clear,Chargers,3,4m SW,2017
Raiders,73f Clear,Redskins,3,0m SE,2017
Cowboys,DOME,Cardinals,3,2m SW,2017
Bears,64f Partly Cloudy,Packers,4,4m SW,2017
Saints,62f Mostly Cloudy,Dolphins,4,9m SSW,2017
Titans,84f Clear,Texans,4,0m E,2017
Jaguars,64f Clear,Jets,4,1m N,2017
Panthers,61f Clear,Patriots,4,1m NNW,2017
Lions,DOME,Vikings,4,7m SSE,2017
Bills,DOME,Falcons,4,7m ENE,2017
Steelers,64f Clear,Ravens,4,1m NNE,2017
Bengals,64f Clear,Browns,4,2m SE,2017
Rams,80f Clear,Cowboys,4,3m SSE,2017
Eagles,74f Partly Cloudy,Chargers,4,4m SSW,2017
Giants,89f Rain,Buccaneers,4,4m E,2017
49ers,DOME,Cardinals,4,2m SSE,2017
Raiders,70f Possible Drizzle,Broncos,4,2m NNW,2017
Colts,57f Mostly Cloudy,Seahawks,4,3m NNW,2017
Redskins,78f Clear,Chiefs,4,5m SSE,2017
Patriots,77f Partly Cloudy,Buccaneers,5,4m ENE,2017
Jets,68f Mostly Cloudy,Browns,5,5m W,2017
Panthers,DOME,Lions,5,4m SSW,2017
49ers,DOME,Colts,5,6m ESE,2017
Titans,89f Clear,Dolphins,5,6m SE,2017
Bills,63f Rain,Bengals,5,2m ESE,2017
Chargers,74f Humid and Mostly Cloudy,Giants,5,4m SW,2017
Jaguars,71f Mostly Cloudy,Steelers,5,4m WSW,2017
Cardinals,77f Light Rain,Eagles,5,3m SW,2017
Seahawks,75f Clear,Rams,5,4m S,2017
Ravens,75f Clear,Raiders,5,3m NNW,2017
Packers,88f Clear,Cowboys,5,2m SSW,2017
Chiefs,83f Clear,Texans,5,2m S,2017
Vikings,64f Clear,Bears,5,3m NE,2017
Eagles,73f Mostly Cloudy,Panthers,6,5m ENE,2017
Bears,68f Mostly Cloudy,Ravens,6,4m SSW,2017
Browns,85f Clear,Texans,6,2m N,2017
Packers,DOME,Vikings,6,4m WNW,2017
Lions,DOME,Saints,6,2m SE,2017
Dolphins,DOME,Falcons,6,3m SW,2017
Patriots,71f Mostly Cloudy,Jets,6,5m SW,2017
49ers,69f Mostly Cloudy,Redskins,6,3m SSW,2017
Buccaneers,DOME,Cardinals,6,1m NE,2017
